,customer_name,customer_email,country,gender,age,annual_salary,credit_card_debt,net_worth,car_purchase_amount,customer_email_suffix,region,population,area_sq_mi,pop_density_per_sq_mi,coastline_coastarea_ratio,net_migration,infant_mortality_per_1000_births,gdp__per_capita,literacy_,phones_per_1000,arable_,crops_,other_,climate,birthrate,deathrate,agriculture,industry,service
347,Oleg,Aenean.gravida@mifelis.com,Tuvalu,0,56.67256191,58653.6591,17142.41332,201228.0206,44361.87507,.com,OCEANIA                            ,11810,26,454.2,92.31,0.0,20.03,1100.0,0.0,59.3,0.0,0.0,100.0,2.0,22.18,7.11,0.166,0.272,0.562
348,Blaze,vitae.semper.egestas@montesnascetur.co.uk,Costa Rica,0,48.94126712,76870.00765,5575.323416,266531.2969,49991.60697,.co.uk,LATIN AMER. & CARIB    ,4075261,51100,79.8,2.52,0.51,9.95,9100.0,96.0,340.7,4.41,5.88,89.71,2.0,18.32,4.36,0.088,0.299,0.614
349,Illana,mi.pede.nonummy@euismodetcommodo.org,"Bahamas, The",1,62.75948863,71948.80529,8061.968487,365862.7818,61731.71426,.org,LATIN AMER. & CARIB    ,303770,13940,21.8,25.41,-2.2,25.21,16700.0,95.6,460.6,0.8,0.4,98.8,2.0,17.57,9.05,0.03,0.07,0.9
350,Yvette,justo@pedeCras.ca,Brazil,0,49.28968587,67629.84819,10916.85532,151946.3089,41769.38288,.ca,LATIN AMER. & CARIB    ,188078227,8511965,22.1,0.09,-0.03,29.61,7600.0,86.4,225.3,6.96,0.9,92.15,2.0,16.56,6.17,0.084,0.4,0.516
351,Dexter,est.arcu@in.org,Senegal,1,43.17653402,57376.4803,12878.54582,376886.359,37376.63439,.org,SUB-SAHARAN AFRICA                 ,11987121,196190,61.1,0.27,0.2,55.51,1600.0,40.2,22.2,12.78,0.21,87.01,2.0,32.78,9.42,0.172,0.209,0.619
352,Cameran,tristique@ligulaAliquam.net,Mauritania,0,48.14257112,56944.87077,16449.0665,116407.5289,33766.6413,.net,SUB-SAHARAN AFRICA                 ,3177388,1030700,3.1,0.07,0.0,70.89,1800.0,41.7,12.9,0.48,0.01,99.51,1.0,40.99,12.16,0.25,0.29,0.46
353,Penelope,vestibulum@metus.org,Luxembourg,0,36.96953352,60174.05765,15666.43155,271414.7592,30667.60927,.org,WESTERN EUROPE                     ,474413,2586,183.5,0.0,8.97,4.81,55100.0,100.0,515.4,23.28,0.4,76.32,0.0,11.94,8.41,0.01,0.13,0.86
354,Hyatt,erat.Vivamus@ligula.co.uk,Algeria,1,48.98030739,81997.33071,12616.45622,237185.1714,52056.41478,.co.uk,NORTHERN AFRICA                    ,32930091,2381740,13.8,0.04,-0.39,31.0,6000.0,70.0,78.1,3.22,0.25,96.53,1.0,17.14,4.61,0.101,0.6,0.298
355,Stone,neque.non@iaculisaliquet.edu,Colombia,1,40.20456044,36960.76994,1768.874438,630120.001,30736.5798,.edu,LATIN AMER. & CARIB    ,43593035,1138910,38.3,0.28,-0.31,20.97,6300.0,92.5,176.2,2.42,1.67,95.91,2.0,20.48,5.58,0.125,0.342,0.533
356,Irma,placerat.eget.venenatis@elitpharetraut.edu,Jersey,0,41.67121696,64412.43101,10449.61818,355175.3677,39439.45349,.edu,WESTERN EUROPE                     ,91084,116,785.2,60.34,2.76,5.24,24800.0,0.0,811.3,0.0,0.0,100.0,3.0,9.3,9.28,0.05,0.02,0.93
357,Josiah,Phasellus@Aliquamadipiscing.co.uk,Bolivia,1,29.59907959,70076.22764,1726.809885,552267.6361,38174.87433,.co.uk,LATIN AMER. & CARIB    ,8989046,1098580,8.2,0.0,-1.32,53.11,2400.0,87.2,71.9,2.67,0.19,97.14,1.5,23.3,7.53,0.128,0.352,0.52
358,Nathan,Nam.interdum.enim@et.com,Isle of Man,1,43.13272875,72016.92459,11602.74297,205006.2161,40589.8625,.com,WESTERN EUROPE                     ,75441,572,131.9,27.97,5.36,5.93,21000.0,0.0,676.0,9.0,0.0,91.0,3.0,11.05,11.19,0.01,0.13,0.86
359,Stacy,aliquet.odio@fermentumvel.edu,Belarus,0,55.30394679,63186.12783,7122.163863,762601.0836,62028.71192,.edu,C.W. OF IND. STATES ,10293011,207600,49.6,0.0,2.54,13.37,6100.0,99.6,319.1,29.55,0.6,69.85,4.0,11.16,14.02,0.093,0.316,0.591
360,Kane,iaculis.quis.pede@adipiscingenim.net,Slovakia,0,40.20042717,76086.84122,9258.181529,482866.5457,48465.27211,.net,EASTERN EUROPE                     ,5439448,48845,111.4,0.0,0.3,7.41,13300.0,0.0,220.1,30.16,2.62,67.22,3.0,10.65,9.45,0.035,0.294,0.672
361,Reed,diam.nunc@lectusconvallisest.org,Kuwait,1,37.71663125,74445.72702,7515.152476,297964.2638,40095.0498,.org,NEAR EAST                          ,2418393,17820,135.7,2.8,14.18,9.95,19000.0,83.5,211.0,0.73,0.11,99.16,1.0,21.94,2.41,0.004,0.479,0.516
362,Rhonda,Sed.congue.elit@faucibusleo.ca,Hungary,0,41.35450195,79064.9559,7221.667169,365871.4992,47719.47741,.ca,EASTERN EUROPE                     ,9981334,93030,107.3,0.0,0.86,8.57,13900.0,99.4,336.2,50.09,2.06,47.85,3.0,9.72,13.11,0.037,0.312,0.651
363,Leroy,arcu.et.pede@Morbinequetellus.org,Mauritania,1,41.93116782,55514.9934,8009.719809,394229.8972,35784.42411,.org,SUB-SAHARAN AFRICA                 ,3177388,1030700,3.1,0.07,0.0,70.89,1800.0,41.7,12.9,0.48,0.01,99.51,1.0,40.99,12.16,0.25,0.29,0.46
364,Adrienne,mauris.Morbi@ligulatortordictum.net,Kyrgyzstan,0,38.03912192,75901.81829,6512.71102,357468.1866,42905.53815,.net,C.W. OF IND. STATES ,5213898,198500,26.3,0.0,-2.45,35.64,1600.0,97.0,84.0,7.3,0.35,92.35,2.5,22.8,7.08,0.353,0.208,0.439
365,Aileen,venenatis.lacus@nuncQuisque.edu,Chile,0,42.64066561,56687.93949,10827.1614,790116.4252,48516.84335,.edu,LATIN AMER. & CARIB    ,16134219,756950,21.3,0.85,0.0,8.8,9900.0,96.2,213.0,2.65,0.42,96.93,3.0,15.23,5.81,0.06,0.493,0.447
366,Rafael,nonummy.Fusce@sem.net,Angola,0,43.57614914,59801.06311,8042.386734,601744.9607,45593.6849,.net,SUB-SAHARAN AFRICA                 ,12127071,1246700,9.7,0.13,0.0,191.19,1900.0,42.0,7.8,2.41,0.24,97.35,0.0,45.11,24.2,0.096,0.658,0.246
367,Olivia,lacus.vestibulum.lorem@gravidaAliquamtincidunt.ca,Grenada,0,40.99660693,57303.83325,10836.41709,258194.8443,32061.6467,.ca,LATIN AMER. & CARIB    ,89703,344,260.8,35.17,-13.92,14.62,5000.0,98.0,364.5,5.88,29.41,64.71,2.0,22.08,6.88,0.054,0.18,0.766
368,Hiram,ipsum.non.arcu@placeratorci.com,Belize,0,45.84421027,43412.86301,7843.402994,392003.2864,32208.37522,.com,LATIN AMER. & CARIB    ,287730,22966,12.5,1.68,0.0,25.69,4900.0,94.1,115.7,2.85,1.71,95.44,2.0,28.84,5.72,0.142,0.152,0.612
369,Jelani,consectetuer.adipiscing.elit@vestibulumneceuismod.net,Bangladesh,1,45.76882266,58948.93261,8282.075073,205439.3663,35475.00344,.net,ASIA (EX. NEAR EAST)         ,147365352,144000,1023.4,0.4,-0.71,62.6,1900.0,43.1,7.3,62.11,3.07,34.82,2.0,29.8,8.27,0.199,0.198,0.603
370,Uriah,molestie@commodoauctorvelit.co.uk,Niger,1,44.95472657,80015.83115,9064.618618,508555.1592,55420.56668,.co.uk,SUB-SAHARAN AFRICA                 ,12525094,1267000,9.9,0.0,-0.67,121.69,800.0,17.6,1.9,3.54,0.01,96.45,1.0,50.73,20.91,0.39,0.17,0.44
371,Brady,massa@nec.co.uk,Malta,1,57.97429301,41409.2939,8211.34092,421318.9764,42139.64528,.co.uk,WESTERN EUROPE                     ,400214,316,1266.5,62.28,2.07,3.89,17700.0,92.8,505.0,28.13,3.13,68.74,0.0,10.22,8.1,0.03,0.23,0.74
372,Lyle,nascetur@amet.org,New Caledonia,0,51.52532667,48746.71666,3923.407178,217188.4056,34922.42846,.org,OCEANIA                            ,219246,19060,11.5,11.83,0.0,7.72,15000.0,91.0,252.2,0.38,0.33,99.29,2.0,18.11,5.69,0.15,0.088,0.762
373,Victor,lectus.a@nonhendreritid.org,Armenia,0,44.27741911,70230.15498,8542.019129,320525.7282,43898.2733,.org,C.W. OF IND. STATES ,2976372,29800,99.9,0.0,-6.47,23.28,3500.0,98.6,195.7,17.55,2.3,80.15,4.0,12.07,8.23,0.239,0.343,0.418
374,Demetria,Donec.at@sedlibero.net,Slovakia,0,44.02366242,64961.39305,6885.723977,265717.2542,39135.03023,.net,EASTERN EUROPE                     ,5439448,48845,111.4,0.0,0.3,7.41,13300.0,0.0,220.1,30.16,2.62,67.22,3.0,10.65,9.45,0.035,0.294,0.672
375,Ora,bibendum.Donec.felis@liberoestcongue.org,Uruguay,1,39.66565685,57777.15558,19692.91262,601210.2803,41147.46679,.org,LATIN AMER. & CARIB    ,3431932,176220,19.5,0.37,-0.32,11.95,12800.0,98.0,291.4,7.43,0.23,92.34,3.0,13.91,9.05,0.093,0.311,0.596
376,Trevor,Sed@Pellentesquetincidunttempus.edu,Chile,0,32.59143047,54447.15275,13141.31969,284155.4155,24134.59205,.edu,LATIN AMER. & CARIB    ,16134219,756950,21.3,0.85,0.0,8.8,9900.0,96.2,213.0,2.65,0.42,96.93,3.0,15.23,5.81,0.06,0.493,0.447
377,Kristen,urna@vitaeodiosagittis.ca,Egypt,1,44.13391466,59712.31101,7135.98755,487564.5541,42705.11311,.ca,NORTHERN AFRICA                    ,78887007,1001450,78.8,0.24,-0.22,32.59,4000.0,57.7,131.8,2.87,0.48,96.65,1.0,22.94,5.23,0.149,0.357,0.493
378,Aristotle,ac@non.com,Namibia,0,42.22095552,65605.41798,13629.1104,297540.8814,38901.60925,.com,SUB-SAHARAN AFRICA                 ,2044147,825418,2.5,0.19,0.0,48.98,7200.0,84.0,62.6,0.99,0.0,99.01,1.0,24.32,18.86,0.097,0.315,0.588
379,Urielle,est.congue@Nunc.edu,Canada,0,52.61004535,76318.87883,6392.211408,245216.1691,52150.41786,.edu,NORTHERN AMERICA                   ,33098932,9984670,3.3,2.02,5.96,4.75,29800.0,97.0,552.2,4.96,0.02,95.02,0.0,10.78,7.8,0.022,0.294,0.684
380,Jolene,erat.neque.non@elit.com,Vietnam,1,55.9330891,77657.56243,14438.24233,622831.922,66648.25077,.com,ASIA (EX. NEAR EAST)         ,84402966,329560,256.1,1.05,-0.45,25.95,2500.0,90.3,187.7,19.97,5.95,74.08,2.0,16.86,6.22,0.209,0.41,0.381
381,Holly,accumsan@parturientmontes.net,"Micronesia, Fed. St.",1,44.17501053,60487.90116,9911.037592,478428.7174,42909.27129,.net,OCEANIA                            ,108004,702,153.9,870.66,-20.99,30.21,2000.0,89.0,114.8,5.71,45.71,48.58,2.0,24.68,4.75,0.289,0.152,0.559
382,Wayne,molestie.orci@condimentum.com,Cape Verde,1,52.49932303,67729.9725,10279.91264,314885.1345,49248.10595,.com,SUB-SAHARAN AFRICA                 ,420979,4033,104.4,23.93,-12.07,47.77,1400.0,76.6,169.6,9.68,0.5,89.82,3.0,24.87,6.55,0.121,0.219,0.66
383,Judith,vel.nisl.Quisque@mollisPhasellus.co.uk,Poland,0,42.5273855,49463.0635,6478.156506,201636.866,27303.17104,.co.uk,EASTERN EUROPE                     ,38536869,312685,123.3,0.16,-0.49,8.51,11100.0,99.8,306.3,45.91,1.12,52.97,3.0,9.85,9.89,0.05,0.311,0.64
384,Dennis,nunc.nulla.vulputate@dignissimmagnaa.edu,Haiti,1,48.51272138,65850.47688,3912.385616,419556.6198,47869.82593,.edu,LATIN AMER. & CARIB    ,8308504,27750,299.4,6.38,-3.4,73.45,1600.0,52.9,16.9,28.3,11.61,60.09,2.0,36.44,12.17,0.28,0.2,0.52
385,Harriet,amet.orci@tellus.net,Mali,0,47.46701603,58260.57232,4658.41454,507572.635,45271.46081,.net,SUB-SAHARAN AFRICA                 ,11716829,1240000,9.5,0.0,-0.33,116.79,900.0,46.4,6.4,3.82,0.03,96.15,2.0,49.82,16.89,0.45,0.17,0.38
386,Tamekah,ut.pharetra@ametultricies.net,Costa Rica,1,46.47392714,55293.575,8276.644566,169475.9968,32967.20191,.net,LATIN AMER. & CARIB    ,4075261,51100,79.8,2.52,0.51,9.95,9100.0,96.0,340.7,4.41,5.88,89.71,2.0,18.32,4.36,0.088,0.299,0.614
387,Brandon,non@purusaccumsaninterdum.com,Suriname,0,32.79649861,87598.01501,10814.57915,485563.7363,48785.15839,.com,LATIN AMER. & CARIB    ,439117,163270,2.7,0.24,-8.81,23.57,4000.0,93.0,184.7,0.37,0.06,99.57,2.0,18.02,7.27,0.13,0.22,0.65
388,Veda,et.euismod@Duis.co.uk,Luxembourg,1,42.78726724,71753.30877,9119.791422,400703.2655,45824.5656,.co.uk,WESTERN EUROPE                     ,474413,2586,183.5,0.0,8.97,4.81,55100.0,100.0,515.4,23.28,0.4,76.32,0.0,11.94,8.41,0.01,0.13,0.86
389,Seth,Nulla.aliquet@sedturpisnec.co.uk,Bosnia & Herzegovina,1,47.5469052,45368.15561,12203.48778,577058.1773,40102.11417,.co.uk,EASTERN EUROPE                     ,4498976,51129,88.0,0.04,0.31,21.05,6100.0,0.0,215.4,13.6,2.96,83.44,4.0,8.77,8.27,0.142,0.308,0.55
390,Kai,velit@molestie.com,Greenland,0,48.14631737,45362.66982,2524.992105,399437.5235,35457.1486,.com,NORTHERN AMERICA                   ,56361,2166086,0.0,2.04,-8.37,15.82,20000.0,0.0,448.9,0.0,0.0,100.0,1.0,15.93,7.84,0.0,0.0,0.0
391,Piper,erat.neque@mattisvelitjusto.org,Malawi,0,40.47710314,40727.39196,9725.549901,508528.9957,29556.7932,.org,SUB-SAHARAN AFRICA                 ,13013926,118480,109.8,0.0,0.0,103.32,600.0,62.7,7.9,23.38,1.49,75.13,2.0,43.13,19.33,0.342,0.158,0.499
392,Francis,Phasellus@estcongue.ca,Solomon Islands,0,39.14103529,66680.2741,10263.14899,556945.8742,44430.63323,.ca,OCEANIA                            ,552438,28450,19.4,18.67,0.0,21.29,1700.0,0.0,13.4,0.64,2.0,97.36,2.0,30.01,3.92,0.42,0.11,0.47
393,Rogan,pulvinar@porttitortellus.ca,Jamaica,1,53.9049485,75892.3053,8110.946984,177878.1758,51046.42226,.ca,LATIN AMER. & CARIB    ,2758124,10991,250.9,9.3,-4.92,12.36,3900.0,87.9,124.0,16.07,10.16,73.77,2.0,20.82,6.52,0.049,0.337,0.615
394,Kyle,a.feugiat@enimnisl.com,Papua New Guinea,0,53.37171727,59297.41631,9592.433147,567842.1267,52570.36517,.com,OCEANIA                            ,5670544,462840,12.3,1.11,0.0,51.45,2200.0,64.6,10.9,0.46,1.44,98.1,2.0,29.36,7.25,0.353,0.381,0.266
395,Vaughan,Aliquam@aaliquet.com,Ukraine,0,51.44198125,92455.72807,9877.169366,285326.3544,61404.22578,.com,C.W. OF IND. STATES ,46710816,603700,77.4,0.46,-0.39,20.34,5400.0,99.7,259.9,56.21,1.61,42.18,3.0,8.82,14.39,0.187,0.452,0.361
396,India,risus.at.fringilla@feugiat.ca,Nigeria,0,54.52160505,32697.98161,10858.02526,218808.7553,28463.64326,.ca,SUB-SAHARAN AFRICA                 ,131859731,923768,142.7,0.09,0.26,98.8,900.0,68.0,9.3,31.29,2.96,65.75,1.5,40.43,16.94,0.269,0.487,0.244
397,Edward,rutrum.urna@faucibusidlibero.co.uk,Greenland,1,35.05685897,55418.75606,8837.654857,312927.9187,27586.20078,.co.uk,NORTHERN AMERICA                   ,56361,2166086,0.0,2.04,-8.37,15.82,20000.0,0.0,448.9,0.0,0.0,100.0,1.0,15.93,7.84,0.0,0.0,0.0
398,Laurel,felis@orciconsectetuereuismod.ca,India,0,43.30468502,68921.40213,8120.204455,515012.2804,47979.48549,.ca,ASIA (EX. NEAR EAST)         ,1095351995,3287590,333.2,0.21,-0.07,56.29,2900.0,59.5,45.4,54.4,2.74,42.86,2.5,22.01,8.18,0.186,0.276,0.538
399,Igor,Proin.eget@aliquetnecimperdiet.org,Grenada,0,36.51447117,43739.97829,5933.177726,517110.9454,28164.86039,.org,LATIN AMER. & CARIB    ,89703,344,260.8,35.17,-13.92,14.62,5000.0,98.0,364.5,5.88,29.41,64.71,2.0,22.08,6.88,0.054,0.18,0.766
400,Diana,purus.ac.tellus@parturientmontesnascetur.org,Guadeloupe,0,59.61961534,81565.95967,9072.063059,544291.9504,69669.47402,.org,LATIN AMER. & CARIB    ,452776,1780,254.4,17.19,-0.15,8.6,8000.0,90.0,463.8,11.24,3.55,85.21,2.0,15.05,6.09,0.15,0.17,0.68
401,Todd,egestas.a@vel.ca,New Zealand,0,43.54252824,65364.06334,7839.414396,579640.7982,48052.65091,.ca,OCEANIA                            ,4076140,268680,15.2,5.63,4.05,5.85,21600.0,99.0,441.7,5.6,6.99,87.41,3.0,13.76,7.53,0.043,0.273,0.684
402,Zephania,montes@sedsem.ca,Malawi,1,39.2812453,65019.15701,4931.56016,341330.7344,37364.23474,.ca,SUB-SAHARAN AFRICA                 ,13013926,118480,109.8,0.0,0.0,103.32,600.0,62.7,7.9,23.38,1.49,75.13,2.0,43.13,19.33,0.342,0.158,0.499
403,Brock,Vivamus.nisi@elitpharetraut.ca,United States,1,41.6796235,58243.17992,15149.03426,649323.7878,44500.81936,.ca,NORTHERN AMERICA                   ,298444215,9631420,31.0,0.21,3.41,6.5,37800.0,97.0,898.0,19.13,0.22,80.65,3.0,14.14,8.26,0.01,0.204,0.787
404,Avye,Cras@eros.net,Armenia,0,32.30887578,73558.87334,11164.52652,301245.7708,35139.24793,.net,C.W. OF IND. STATES ,2976372,29800,99.9,0.0,-6.47,23.28,3500.0,98.6,195.7,17.55,2.3,80.15,4.0,12.07,8.23,0.239,0.343,0.418
405,Isabella,et.magnis@necmetus.ca,Turkey,1,40.75405169,60101.79725,12989.36784,340720.5185,35823.55471,.ca,NEAR EAST                          ,70413958,780580,90.2,0.92,0.0,41.04,6700.0,86.5,269.5,30.93,3.31,65.76,3.0,16.62,5.97,0.117,0.298,0.585
406,Mia,sed.est@afelisullamcorper.edu,Turkmenistan,1,50.76936195,50153.43545,6596.01369,266939.1746,36517.70996,.edu,C.W. OF IND. STATES ,5042920,488100,10.3,0.0,-0.86,73.08,5800.0,98.0,74.6,3.72,0.14,96.14,1.0,27.61,8.6,0.209,0.38,0.411
407,Chester,Integer@odioauctor.co.uk,Jamaica,0,57.61545628,61430.93415,11561.07365,421891.846,53110.88052,.co.uk,LATIN AMER. & CARIB    ,2758124,10991,250.9,9.3,-4.92,12.36,3900.0,87.9,124.0,16.07,10.16,73.77,2.0,20.82,6.52,0.049,0.337,0.615
408,Heather,erat.Etiam@elementum.org,Madagascar,1,29.03452095,55433.61187,10769.75059,276466.6203,21471.11367,.org,SUB-SAHARAN AFRICA                 ,18595469,587040,31.7,0.82,0.0,76.83,800.0,68.9,3.6,5.07,1.03,93.91,2.0,41.41,11.11,0.276,0.165,0.559
409,Justine,orci.adipiscing@penatibuset.com,Venezuela,1,52.96776171,62979.60196,14297.25366,247421.9185,45015.67953,.com,LATIN AMER. & CARIB    ,25730435,912050,28.2,0.31,-0.04,22.2,4800.0,93.4,140.1,2.95,0.92,96.13,2.0,18.71,4.92,0.04,0.419,0.541
410,Bert,sem.Pellentesque@quis.net,Israel,0,43.3868909,76523.33258,10373.00856,620355.2658,55377.87697,.net,NEAR EAST                          ,6352117,20770,305.8,1.31,0.68,7.03,19800.0,95.4,462.3,16.39,4.17,79.44,3.0,17.97,6.18,0.026,0.317,0.657
411,Gil,Phasellus.fermentum@dictumplacerataugue.net,France,0,62.07084214,63956.1618,16978.52745,360787.6401,56510.13294,.net,WESTERN EUROPE                     ,60876136,547030,111.3,0.63,0.66,4.26,27600.0,99.0,586.4,33.53,2.07,64.4,4.0,11.99,9.14,0.022,0.214,0.764
412,Dolan,ipsum.Phasellus@egestasblanditNam.edu,Yemen,1,60.41643332,39460.00348,8769.290288,571245.3714,47443.74443,.edu,NEAR EAST                          ,21456188,527970,40.6,0.36,0.0,61.5,800.0,50.2,37.2,2.78,0.24,96.98,1.0,42.89,8.3,0.135,0.472,0.393
413,Cheryl,iaculis.enim@nislelementum.edu,Indonesia,1,36.65996988,66923.43536,8611.468093,522814.817,41489.64123,.edu,ASIA (EX. NEAR EAST)         ,245452739,1919440,127.9,2.85,0.0,35.6,3200.0,87.9,52.0,11.32,7.23,81.45,2.0,20.34,6.25,0.134,0.458,0.408
414,Courtney,porttitor.tellus@elitelit.org,Malaysia,0,43.3654703,50051.14039,893.2353408,347177.8367,32553.53423,.org,ASIA (EX. NEAR EAST)         ,24385858,329750,74.0,1.42,0.0,17.7,9000.0,88.7,179.0,5.48,17.61,76.91,2.0,22.86,5.05,0.084,0.48,0.436
415,Neville,felis.Nulla@mi.ca,Mauritania,0,41.7050595,61575.9502,594.8049491,497197.264,41984.62412,.ca,SUB-SAHARAN AFRICA                 ,3177388,1030700,3.1,0.07,0.0,70.89,1800.0,41.7,12.9,0.48,0.01,99.51,1.0,40.99,12.16,0.25,0.29,0.46
416,Merrill,dolor.sit@turpisIn.com,Egypt,1,50.19720522,78518.21527,10072.48298,294506.0844,52785.16947,.com,NORTHERN AFRICA                    ,78887007,1001450,78.8,0.24,-0.22,32.59,4000.0,57.7,131.8,2.87,0.48,96.65,1.0,22.94,5.23,0.149,0.357,0.493
417,Nolan,Donec.at@neccursus.co.uk,Latvia,0,55.08772031,72424.80112,9831.184792,523680.7699,60117.67886,.co.uk,BALTICS                            ,2274735,64589,35.2,0.82,-2.23,9.55,10200.0,99.8,321.4,29.67,0.47,69.86,3.0,9.24,13.66,0.04,0.261,0.699
418,Winter,egestas.urna.justo@maurissagittis.edu,Wallis and Futuna,0,42.90018665,77665.17195,13308.87932,349588.5608,47760.66427,.edu,OCEANIA                            ,16025,274,58.5,47.08,0.0,0.0,3700.0,50.0,118.6,5.0,25.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0
419,Walter,ligula@Cumsociis.ca,Nepal,0,41.46251483,71942.40291,6995.902524,541670.1016,48901.44342,.ca,ASIA (EX. NEAR EAST)         ,28287147,147181,192.2,0.0,0.0,66.98,1400.0,45.2,15.9,21.68,0.64,77.68,0.0,30.98,9.31,0.38,0.21,0.41
420,Vanna,Cum.sociis.natoque@Sedmolestie.edu,Zimbabwe,1,37.64199977,56039.49793,12301.45679,360419.0988,31491.41457,.edu,SUB-SAHARAN AFRICA                 ,12236805,390580,31.3,0.0,0.0,67.69,1900.0,90.7,26.8,8.32,0.34,91.34,2.0,28.01,21.84,0.179,0.243,0.579
421,Pearl,penatibus.et@massanonante.com,Philippines,1,53.94349722,68888.77805,10611.60686,764531.3203,64147.28888,.com,ASIA (EX. NEAR EAST)         ,89468677,300000,298.2,12.1,-1.5,23.51,4600.0,92.6,38.4,18.95,16.77,64.28,2.0,24.89,5.41,0.144,0.326,0.53
422,Nell,Quisque.varius@arcuVivamussit.net,Botswana,1,59.16050864,49811.99062,14013.03451,337826.6382,45442.15353,.net,SUB-SAHARAN AFRICA                 ,1639833,600370,2.7,0.0,0.0,54.58,9000.0,79.8,80.5,0.65,0.01,99.34,1.0,23.08,29.5,0.024,0.469,0.507
